isbn,num_ratings,avg_rating,title,author,primary_genre,coverImg,book_avg_rating
0312876491,8,7.88,the little country,charles de lint (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388790243l/186445.jpg,4.07
0312965788,8,8.38,all creatures great and small,james herriot,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393644607l/32085.jpg,4.32
067179938X,8,7.75,son of the morning,linda howard,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352197405l/420737.jpg,3.96
0671870963,8,8.38,prince charming,julie garwood (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347451527l/107777.jpg,4.06
0312187106,8,8.38,the diary of mattie spenser,sandra dallas,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411003967l/360992.jpg,4.02
0394726251,8,8.75,the discoverers: a history of man's search to know his world and himself,daniel j. boorstin,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321817832l/714380.jpg,4.11
0449221873,8,7.0,mexico,james a. michener,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320528419l/769885.jpg,3.73
0394743199,8,8.5,"gods, graves and scholars: the story of archaeology",c.w. ceram,History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403177424l/133411.jpg,4.25
0553575619,8,7.38,raptor red,robert t. bakker,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533437168l/117710.jpg,3.93
0385491077,8,7.38,bodily harm,margaret atwood (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320478083l/160728.jpg,3.34
067165604X,8,8.12,ethan of athos,lois mcmaster bujold (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365244555l/990093.jpg,3.78
0380709244,8,7.88,the mouse and the motorcycle,beverly cleary,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348990967l/232109.jpg,3.94
0515135305,7,7.57,catching midnight,emma holly (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410847412l/398129.jpg,3.71
0060976977,7,7.86,amazing grace: the lives of children and the conscience of a nation,jonathan kozol,History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438804340l/51537.jpg,4.25
0060507365,7,7.29,when strangers marry,lisa kleypas (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439208876l/693017.jpg,3.68
0684826801,7,8.14,survival in auschwitz,primo levi,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414374949l/6174.jpg,4.31
0515084891,7,8.29,years,lavyrle spencer,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372537104l/772716.jpg,4.22
051509160X,7,7.29,hummingbird,lavyrle spencer,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387662496l/734611.jpg,4.06
038531387X,7,8.43,deliverance,james dickey,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334998332l/592657.jpg,3.88
0515136182,7,8.0,light in shadow,jayne ann krentz (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388176330l/1144084.jpg,3.94
0440219507,7,7.43,troubling a star,madeleine l'engle,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210365l/129647.jpg,3.85
1573225053,7,8.0,desolation angels,jack kerouac,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924204l/10461.jpg,3.93
0886778697,7,9.29,the faded sun trilogy,c.j. cherryh (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388606726l/57042.jpg,4.12
0812550749,7,8.43,firebird,mercedes lackey,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388967916l/176803.jpg,3.85
0812545249,7,7.71,the chronoliths,robert charles wilson,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400240980l/116413.jpg,3.67
0812534867,7,8.0,roc and a hard place,piers anthony,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425819665l/15430.jpg,3.75
0441004016,7,8.14,the anubis gates,tim powers,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344409006l/142296.jpg,3.92
006440174X,7,8.86,"good night, mr. tom",michelle magorian,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1282757902l/161099.jpg,4.3
0064401103,7,9.14,heaven to betsy,maud hart lovelace,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387667323l/7907.jpg,4.3
0812572270,7,8.43,callahan's crosstime saloon,spider robinson,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921137l/218677.jpg,4.17
0812576403,7,7.29,the light of other days,arthur c. clarke,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315596650l/823062.jpg,3.99
1551664313,7,8.0,random acts,taylor smith,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266609151l/2177655.jpg,3.47
1551665743,7,7.29,mackenzie's mountain,linda howard,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360541387l/662323.jpg,4.16
0874411033,7,8.43,as a driven leaf,milton steinberg,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347463821l/100065.jpg,4.12
0860917886,7,7.57,"i, rigoberta menchú: an indian woman in guatemala",rigoberta menchú,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438357591l/233292.jpg,3.77
1569472475,7,8.29,adrian mole: the cappuccino years,sue townsend,Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312019905l/51071.jpg,3.78
0451205448,7,7.29,bubbles unbound,sarah strohmeyer (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266591255l/583948.jpg,3.63
0380005255,7,7.0,the flame and the flower,kathleen e. woodiwiss,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305316569l/896623.jpg,4.06
0380002558,7,9.57,the velveteen rabbit,margery williams bianco,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347748913l/144974.jpg,4.29
0449220605,7,7.57,"he, she and it",marge piercy,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347374695l/788331.jpg,3.98
0451198646,7,8.0,the bargain,mary jo putney,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388198617l/115817.jpg,3.78
0380799375,7,7.43,baby love,catherine anderson (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388202465l/89363.jpg,4.04
0451205367,7,8.14,the richest man in babylon,george s. clason,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348336780l/1052.jpg,4.27
0553295004,7,7.86,texas! sage,sandra brown (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388382287l/30370.jpg,4.01
0553380648,7,8.29,the electric kool-aid acid test,tom wolfe,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388205477l/7442.jpg,3.92
0066620996,7,8.14,good to great: why some companies make the leap... and others don't,james c. collins,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546097703l/76865.jpg,4.11
0345459407,7,7.29,perdido street station,china miéville (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393537963l/68494.jpg,3.96
0312422601,7,7.86,blue latitudes: boldly going where captain cook has gone before,tony horwitz,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316136524l/94529.jpg,4.01
0385014856,7,8.71,guests of the sheik: an ethnography of an iraqi village,elizabeth warnock fernea,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320512565l/170808.jpg,4.09
0385021747,7,7.43,in god we trust: all others pay cash,jean shepherd,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403178045l/30152.jpg,3.91
038531177X,7,8.0,rain of gold,victor villaseñor,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320554857l/14345.jpg,4.48
0451405498,7,8.29,anna's book,barbara vine,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387748638l/831231.jpg,4.0
0679435271,7,7.29,a pirate looks at fifty,jimmy buffett,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387753728l/862104.jpg,3.82
0679450424,7,7.29,no safe place,richard north patterson,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388701307l/353549.jpg,3.84
068480154X,7,8.14,tender is the night,f. scott fitzgerald,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559763775l/46164.jpg,3.81
0553262580,7,8.57,the god project,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320462134l/908092.jpg,3.92
0553258648,7,8.0,hellfire,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348899527l/760312.jpg,3.83
0553256742,7,7.43,yeager: an autobiography,chuck yeager,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388376599l/259265.jpg,4.2
037572737X,7,7.29,american tabloid,james ellroy,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403181563l/36064.jpg,4.19
055327757X,7,8.29,the greatest salesman in the world,og mandino,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403192719l/356896.jpg,4.22
0375724389,7,7.86,the tie that binds,kent haruf,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320534343l/126862.jpg,4.08
0316926345,7,7.71,brideshead revisited,evelyn waugh,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438579340l/30933.jpg,4.0
0316578398,7,9.14,the art of raising a puppy,monks of new skete,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344269080l/32218.jpg,4.13
0142000159,7,8.43,brunelleschi's dome: how a renaissance genius reinvented architecture,ross king,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309288056l/148821.jpg,3.87
0156029065,7,8.71,baudolino,umberto eco,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479698120l/10507.jpg,3.75
0452272971,7,7.43,a very long engagement,sébastien japrisot,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327334480l/588002.jpg,3.9
0684874318,7,7.86,flesh and blood,michael cunningham (goodreads author),Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442716896l/2139.jpg,4.02
0451458028,7,8.14,the invisible ring,anne bishop,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331322774l/47954.jpg,4.08
0451458621,7,7.43,priestess of avalon,marion zimmer bradley,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274559433l/84552.jpg,4.05
0385335970,7,7.86,dragonfly in amber,diana gabaldon (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456114344l/5364.jpg,4.32
0441788386,7,8.29,stranger in a strange land,robert a. heinlein,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1156897088l/350.jpg,3.92
0140285679,7,8.14,about a boy,nick hornby,Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382004144l/4271.jpg,3.79
0140019421,7,8.14,jennie,paul gallico,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387664459l/610718.jpg,4.3
0425171078,7,8.43,the more i see you,lynn kurland,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388728241l/816580.jpg,4.29
0413650103,7,7.71,adrian mole: the wilderness years,sue townsend,Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314914870l/392786.jpg,3.84
0446677922,7,7.86,the bottoms,joe r. lansdale,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348765461l/102113.jpg,4.17
0446678112,7,7.0,amanda's wedding,jenny colgan,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267316l/74482.jpg,3.32
0446676101,7,7.14,lilith's brood,octavia e. butler,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439247785l/60926.jpg,4.35
0393324826,7,8.29,stiff: the curious lives of human cadavers,mary roach (goodreads author),History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347656489l/32145.jpg,4.06
0553578138,7,7.71,a place to call home,deborah smith,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388493960l/584486.jpg,4.05
0156004011,7,7.57,the stone raft,josé saramago,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327955769l/2535.jpg,3.8
0393318680,7,8.29,filth,irvine welsh,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452500604l/23966.jpg,3.73
055380202X,7,8.57,the universe in a nutshell,stephen hawking,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526743965l/2095.jpg,4.16
0375414827,7,8.43,the language police: how pressure groups restrict what students learn,diane ravitch,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1182629754l/1304525.jpg,3.72
0374522928,7,7.71,call it sleep,henry roth,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388873875l/366524.jpg,3.83
0671721046,7,8.71,the deed of paksenarrion,elizabeth moon,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400873078l/96281.jpg,4.3
0446359203,7,8.71,carrion comfort,dan simmons,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388203579l/11286.jpg,3.9
0345427025,7,8.0,the flamingo rising (ballantine reader's circle),larry baker,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320436055l/1113287.jpg,3.82
0671042831,7,8.43,moonlight on the avenue of faith,gina b. nahai,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923596l/237120.jpg,4.04
0446359637,7,8.0,breath of scandal,sandra brown (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344264092l/760924.jpg,4.04
0671689762,7,8.0,mountain laurel,jude deveraux,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349067855l/307716.jpg,3.82
044018293X,7,8.43,suffer the children,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925349l/6572.jpg,3.91
0785268839,7,9.14,wild at heart: discovering the secret of a man's soul,john eldredge,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430401288l/1846.jpg,3.92
0618260307,7,9.0,"the hobbit, or there and back again",j.r.r. tolkien,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg,4.27
060980748X,7,7.0,a trip to the beach: living on island time in the caribbean,melinda blanchard,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320431841l/821026.jpg,3.92
